,comment,videoId,date,replies,likes,is_english,contains_url,is_spam,polarity,subjectivity,sentiment
17168,So you’re gonna bring up the CIA using child prostitutes?,T3FC7qIAGZk,2023-01-06T07:49:19Z,0.0,0.0,True,False,False,0.0,0.0,2
17169,"Lex if your heart is broken maybe you should be upset at the United States for instigating this war. This is about oil, and this is about killing Russians. It has nothing to do with Ukraine being some shining star of freedom. That’s propaganda used to manufacture consent.<br><br>Look at Iran, a democratically elected prime minister was overthrown BY THE CIA and MI6 in the fucking 50s. And now we’re upset they have an extreme government, we installed it!",T3FC7qIAGZk,2023-01-06T07:34:56Z,0.0,0.0,True,False,False,-0.3140625,0.575,0
17170,Lex really views himself as a freedom fighter for Ukraine,T3FC7qIAGZk,2023-01-06T07:31:07Z,0.0,1.0,True,False,False,0.2,0.2,1
17171,It’s easy to not care about gas prices when it’s 0.0001% of your income,T3FC7qIAGZk,2023-01-06T07:29:26Z,0.0,0.0,True,False,False,0.43333333333333335,0.8333333333333334,1
17172,"Pick up a gun lex, go fight in Ukraine",T3FC7qIAGZk,2023-01-06T07:25:18Z,0.0,0.0,True,False,False,0.0,0.0,2
17173,How is lex so ignorant . He really drank the west’s koolaid.,T3FC7qIAGZk,2023-01-06T07:21:20Z,0.0,0.0,True,False,False,0.2,0.2,1
17174,"Dude you have to give your head a shake. Ukraine is nothing more than a corrupt country that is run by a puppet that is not a leader. A leader protects the people of the country he&#39;s president of. Puppet Zelinski doesn&#39;t give a damn. The blood of the Ukrainian people is on his hands and his hands alone, as president.",T3FC7qIAGZk,2023-01-06T07:14:03Z,1.0,0.0,True,False,False,0.0,0.75,2
17175,It’s confusing when a spy has a T-shirt on saying they’re a spy,T3FC7qIAGZk,2023-01-06T06:50:08Z,0.0,1.0,True,False,False,-0.3,0.4,0
17176,I have no idea why a president wouldn’t trust the CIA. It’s not like the CIA ever assassinated a president.,T3FC7qIAGZk,2023-01-06T06:42:54Z,0.0,0.0,True,False,False,0.0,0.0,2
17177,"&quot;American support is purely idiologic&quot; You can&#39;t possibly be serious...think again. Every war America has fought, for at least the past 30 years, and the six million lives sacrificed, has been for power and profit...follow the billions going to the MIIG complex...and Capital Hill kickbacks.",T3FC7qIAGZk,2023-01-06T06:36:22Z,0.0,1.0,True,False,False,-0.08392857142857144,0.5375,0
17178,how is the CIA so out of touch with reality?,T3FC7qIAGZk,2023-01-06T06:28:41Z,0.0,0.0,True,False,False,0.0,0.0,2
17179,"Which half of the information war - propaganda - are we in the West exposed to? Washington and NATO wouldn&#39;t lie to us, would they? The State Department, CIA, and FBI don&#39;t influence the MSM, do they. Was Ukraine noble for the last eight years when they were shelling and killing the civilian population of the Donnass?",T3FC7qIAGZk,2023-01-06T06:23:03Z,1.0,0.0,True,False,False,0.08333333333333333,0.30833333333333335,1
17180,Yeah....... I&#39;m not so sure about this guy.,T3FC7qIAGZk,2023-01-06T05:41:45Z,0.0,0.0,True,False,False,0.5,0.8888888888888888,1
17181,"Homeboy alleges that he knows the know, but he never speaks of presidential drawdown. I don’t want to say that this discredits him completely.. but we in 2023 and he’s wrong wrong wrong. <br><br>He’s right about Ukraine being a pawn, but he’s terribly underestimated the Ukrainians and their abilities.. not to mention the incompetence of the rooskie army.",T3FC7qIAGZk,2023-01-06T04:31:22Z,0.0,0.0,True,False,False,-0.3523809523809524,0.7726190476190476,0
17182,He&#39;s wrong. Opps. Go figure.,T3FC7qIAGZk,2023-01-06T03:33:12Z,0.0,0.0,True,False,False,-0.5,0.9,0
17183,I think what Edward Snowdon is a hero. I think this guy got him wrong,T3FC7qIAGZk,2023-01-06T03:04:56Z,0.0,0.0,True,False,False,-0.5,0.9,0
17189,This guy is a fraud. Real CIA officers wouldn&#39;t talk about what they do like this,T3FC7qIAGZk,2023-01-06T01:55:01Z,0.0,0.0,True,False,False,0.2,0.30000000000000004,1
17190,"Lex, thank you. This guest explained the TRUTH.   Especially,  Debt that Ukraine will pay.. Hopefully via Wheat... err Gas",T3FC7qIAGZk,2023-01-06T01:43:29Z,0.0,0.0,True,False,False,0.0,1.0,2
17191,"I&#39;m sorry Lex, but how can you firmly believe that Putin is guilty of propaganda and not believe that the US is guilty of the same. Our worldview is very delicately controlled",T3FC7qIAGZk,2023-01-06T00:35:10Z,2.0,0.0,True,False,False,-0.31285714285714283,0.6607142857142857,0
17192,I think you&#39;re personality is just how an individual interacts with an environment. And you are who you choose to be,T3FC7qIAGZk,2023-01-05T21:36:42Z,0.0,2.0,True,False,False,0.0,0.4,2
17193,4 months later all his Ukraine predictions are 100% wrong. Good job man keep it up,T3FC7qIAGZk,2023-01-05T20:12:06Z,1.0,7.0,True,False,False,0.06666666666666665,0.5,1
17194,"great podcast. thank you Lex  Self Respect, indeed",T3FC7qIAGZk,2023-01-05T20:00:47Z,0.0,1.0,True,False,False,0.8,0.75,1
17195,They don’t work for me.,T3FC7qIAGZk,2023-01-05T18:43:03Z,0.0,0.0,True,False,False,0.0,0.0,2
17196,The CIA Needs to be destroyed.,T3FC7qIAGZk,2023-01-05T18:42:26Z,0.0,0.0,True,False,False,0.0,0.0,2
17197,"A lot of his predictions have been wrong so far, most seriously his claim about people in the west freezing. No way Odessa is being taken. <br><br>Poor people were freezing before and they&#39;ll continue to freeze, that won&#39;t change much.",T3FC7qIAGZk,2023-01-05T17:40:33Z,0.0,0.0,True,False,False,-0.006666666666666665,0.6533333333333333,0
17199,This guy is the worst kind of bullshitter.  &quot;Just trust them&quot; is essentially his entire argument. <br><br>He&#39;s so obviously still working for the agency just like Mike the bullshitter Baker.  <br><br>I love how these fake former CIA guys act like the agency doesn&#39;t approve every word that comes out of their mouth.  <br><br>If you believe anything this guy says you are a colossal idiot.,T3FC7qIAGZk,2023-01-05T15:06:21Z,0.0,2.0,True,False,False,-0.09000000000000001,0.6525,0
17200,Turned out this dude was super wrong about the war in ukraine in 2022,T3FC7qIAGZk,2023-01-05T10:51:09Z,0.0,1.0,True,False,False,-0.08333333333333334,0.7833333333333333,0
17201,Such an amazing interview!,T3FC7qIAGZk,2023-01-05T10:35:54Z,0.0,3.0,True,False,False,0.37500000000000006,0.7,1
17202,"I dont agree that when stopping something by secret services it shouldnt be talked to let the myth grow. It depends. If its a thing that was completely dismantled, and it has no threat on, it can and SHOULD be talked about.<br><br>For example, Id say Mossad has more myth than all US services combined. And Im not US citizen nor a jewish in any way.<br><br>And Mossad is taling A LOT, from immidiate after war hunting nazis, like Eichmann has thousands of documentaries all ppl included particpating. All the way to their cčashes with radical islam, the do talk about it if its sort of one of threat.",T3FC7qIAGZk,2023-01-05T10:30:51Z,0.0,1.0,True,False,False,0.04999999999999999,0.4,1
17203,Lying POS.  Period.,T3FC7qIAGZk,2023-01-05T09:26:04Z,0.0,0.0,True,False,False,0.0,0.0,2
17204,"It’s the energy sector of America that’s pacing conflicts , designs around future energy can stall peace .",T3FC7qIAGZk,2023-01-05T06:47:11Z,0.0,0.0,True,False,False,0.0,0.125,2
17205,why is he allowed to talk about techniques used in defense of a country?,T3FC7qIAGZk,2023-01-05T03:17:07Z,0.0,0.0,True,False,False,0.0,0.0,2
17207,I&#39;m so glad most of the comments acknowledge that this is an obvious psy op. There&#39;s nothing cool or romantic about being a psychopathic henchman for the Dulles brothers&#39; abomination.,T3FC7qIAGZk,2023-01-05T02:26:33Z,0.0,0.0,True,False,False,0.27,0.63,1
17209,"This Bustamante guy is ok but hes definitely taken the blue pill. The US governement committed atrocities, commonly, and Snowden did what a good person should.  Snowden isnt stupid, he did what he did knowing what would happen to him. That makes him a hero Bustamante. Also I dont agree that the public should have no input into the agencies of the government. Integrity doesnt exist within the elected anymore and they need regular oversight until they learn and live it. Also, now we know that the government was involved in the assassination of JFK. Good job Lex, standing up for the sacrifice and intent of Snowden and holding on to the truth of everything else.",T3FC7qIAGZk,2023-01-05T01:40:07Z,0.0,0.0,True,False,False,0.09363636363636363,0.44435897435897437,1
17210,"We got a lot of Russian bots here, seething.",T3FC7qIAGZk,2023-01-05T00:52:07Z,0.0,0.0,True,False,False,0.0,0.0,2
17211,Why is the C.I.A. if representation by this &quot;former&quot; agent so pro-Russia?   Clearly he was wrong.,T3FC7qIAGZk,2023-01-05T00:50:37Z,0.0,0.0,True,False,False,-0.19999999999999998,0.6416666666666666,0
17212,You people are sick facist and deal only in death and destruction for money and powers,T3FC7qIAGZk,2023-01-05T00:26:19Z,0.0,0.0,True,False,False,-0.35714285714285715,0.9285714285714286,0
17213,&quot;Russian soldiers are in a cloud of propagand&quot;?...Seys Less Fridman 😂...Whole world? Or just Us and servants?...Ppl on west live in cloud of propaganda...thats only true,T3FC7qIAGZk,2023-01-05T00:26:05Z,0.0,0.0,True,False,False,0.07992424242424243,0.5541666666666667,1
17214,What a disgusting pair of little imperial lizards. These two are raw evil and lying to themselves and you hard.,T3FC7qIAGZk,2023-01-04T22:39:20Z,0.0,0.0,True,False,False,-0.5419871794871794,0.7006410256410256,0
17215,This didn’t age well I guess that all didn’t happen by fall of 2022 and they might lose all the gains they gt till now but I get what he meant by choking the Ukrainians but they are not winning the Ukraine’s soldiers are winning,T3FC7qIAGZk,2023-01-04T21:57:22Z,0.0,1.0,True,False,False,0.125,0.75,1
17216,Thank you for introducing this extremely knowledgeable guest. Im looking forward to finding him to get more.....<br>YOU however lost me on this one....I can&#39;t believe some of the stuff you&#39;re saying. I assumed you were the smartest guy in any room.,T3FC7qIAGZk,2023-01-04T21:26:58Z,0.0,0.0,True,False,False,-0.125,1.0,0
17217,"Americans understand that Ukraine is a money laundering operation for the Democrat party! We aren&#39;t buying the CIA mockingbird media&#39;s coverage. I was extremely offended when Zelenk( homo, cokehead actor) addressed our Congress wearing a disgusting sweatsuit dragging his flag into our United States Capitol poking his finger in our chest telling us that we NEED to give him more billions!!! That is is an investment in our future. 🤮",T3FC7qIAGZk,2023-01-04T21:26:01Z,0.0,0.0,True,False,False,-0.037109375,0.65625,0
17218,Anyone that works around construction knows buildings can not fall straight down without a demo crew working in that building for a long time.<br>A third building implode just on the shock.,T3FC7qIAGZk,2023-01-04T20:32:03Z,0.0,0.0,True,False,False,-0.0013888888888888944,0.27222222222222225,0
17219,This guy is super intelligent,T3FC7qIAGZk,2023-01-04T20:09:48Z,1.0,1.0,True,False,False,0.5666666666666667,0.7833333333333333,1
17220,"It&#39;s a fascinating conversation. Mr. Bustamante is very well versed, pays attention, appreciates Lex&#39;s questions and gives incredible insight about structures and processes of his former employer. <br><br>However before he went into this talk, I think he knew exactly his frame within he would open up about his ex-job. After a while I might have noticed one or two things about his stick. His voice has a very calming sound and as he knows how to use it. The way he formulates his sentences makes it very interesting for the listener to follow. It&#39;s not just what you talk - it&#39;s mostly how you do it what makes for the story and you can tell he is trained to speak in one way or the other. Bustamante&#39;s tone always stays on the same level even though you might feel a change in the atmosphere between the two from time to time. It&#39;s really hard to hear out when Lex might have touched a nerv. <br><br>Somehow I feel Lex is struggeling here and there reformulating his prepared questions to generate straight answers but also trying to avoid sounding ridiculous about what he is asking. He noticed by now how well Bustamante cruises around questions that could lead to more uncomfortable questions from which he knows could cause mayhem if he gave the answer we don&#39;t know.<br><br>Anyway, I am pulling my hat for both of them.<br><br>Towards the end there was one point where I wrinkled the eybrows a little: assigning unanswerred questions and incoherend explanations about the 2001 attacks mostly to human incompetence is in a way disingenuous coming from a man of his status.",T3FC7qIAGZk,2023-01-04T20:00:52Z,0.0,0.0,True,False,False,0.1611842105263158,0.48377192982456146,1
17221,Well didn&#39;t Andrews solid prediction on Ukraine age well. Think CIA did well to lose this village idiot  👀🤦🏾😂,T3FC7qIAGZk,2023-01-04T18:45:48Z,0.0,0.0,True,False,False,-0.4,0.45,0
17222,Such an obvious liar. Come on!,T3FC7qIAGZk,2023-01-04T16:36:29Z,0.0,0.0,True,False,False,0.0,0.5,2
17223,cia ass kisser,T3FC7qIAGZk,2023-01-04T15:25:41Z,0.0,0.0,True,False,False,0.0,0.0,2
17224,"Everyone debating if he’s CIA or not, and I’m just thinking about how well he deflected that question about if he knows any secrets no one else knows in the US public 😅",T3FC7qIAGZk,2023-01-04T14:38:33Z,0.0,0.0,True,False,False,0.0,0.06666666666666667,2
17225,This conversation didn&#39;t age well for Andrew lmao 🤣 <br>-20 Credibility points,T3FC7qIAGZk,2023-01-04T14:18:49Z,0.0,3.0,True,False,False,0.6,1.0,1
17226,"You chose your family over a government career, not national security",T3FC7qIAGZk,2023-01-04T12:24:24Z,0.0,0.0,True,False,False,0.0,0.0,2
17228,we KNOW Mossad created Epstein.  Odd that he doesn&#39;t.,T3FC7qIAGZk,2023-01-04T11:22:23Z,0.0,0.0,True,False,False,-0.16666666666666666,0.25,0
17230,The west doesn&#39;t have a economical interrest in ukraine winning?<br>What about the billions of dollars that ukraine already owes due to lend lease?,T3FC7qIAGZk,2023-01-04T11:03:09Z,0.0,0.0,True,False,False,0.0875,0.6375,1
17231,Biden sleep until 11pm and takes a nap at noon <br><br>he reads one page that says half of america are insurrectionists because of climate change and racism and that’s all he hears and pushes out,T3FC7qIAGZk,2023-01-04T09:01:22Z,0.0,0.0,True,False,False,-0.16666666666666666,0.16666666666666666,0
17232,"We do not need organizations like the CIA, the NSA, and the FBI in the United States of America. We do not need these people running around claiming that they&#39;re heroes and saving their idea of America. We do not need all the secrecy. We do not need all the surveillance. These people have a overly grandiose view of themselves and their importance. What we need is individual liberty and freedom. People like the guy being interviewed here need to have their ass kicked over and over again to remind them of how unimportant they are.",T3FC7qIAGZk,2023-01-04T09:00:58Z,0.0,0.0,True,False,False,-0.2,0.675,0
17233,u guys are incredible love ya,T3FC7qIAGZk,2023-01-04T07:23:40Z,0.0,0.0,True,False,False,0.7,0.75,1
17234,Russia can&#39;t take a dump without falling back in it lol,T3FC7qIAGZk,2023-01-04T07:18:33Z,0.0,0.0,True,False,False,0.4,0.35,1
17235,He&#39;s a spy and he&#39;s on youtube...if you guys don&#39;t stop.,T3FC7qIAGZk,2023-01-04T06:53:42Z,0.0,0.0,True,False,False,0.0,0.0,2
17236,Max number of years a president can be president is 11 years 364 days. Think real hard,T3FC7qIAGZk,2023-01-04T06:44:36Z,0.0,0.0,True,False,False,-0.4375,0.8125,0
17237,"This is fascinating.  You get to see why America has fallen and the origins of the deep state - the CIA genuinely believes that they know better than the elected government and that it should be in charge.  He believes what the NSA was doing was good, he isnt evil, he just shares more values with the Chinese than the US.  We need to get these guys out of power.",T3FC7qIAGZk,2023-01-04T06:24:24Z,0.0,0.0,True,False,False,0.22499999999999998,0.54375,1
17238,"I am impressed that you asked about Mina, AK. I did some research on that. For me, the assassination of Berta Caceres was more important.",T3FC7qIAGZk,2023-01-04T05:17:31Z,0.0,1.0,True,False,False,0.6333333333333333,0.8333333333333334,1
17239,He thinks he is way smarter than he is<br>He suffers from identity politics syndrome <br>He believes in the State doing the Right thing<br>And that is complete BS,T3FC7qIAGZk,2023-01-04T05:04:35Z,0.0,0.0,True,False,False,-0.07142857142857142,0.5452380952380952,0
17240,"🤣🤣🤣 Hey Andrew, this sure aged well, didn’t it? 😂😂😂 F**k Putin. Slava, bitches!",T3FC7qIAGZk,2023-01-04T04:28:13Z,0.0,0.0,True,False,False,0.1875,0.6444444444444444,1
17241,This dude was utterly wrong about what would unfold this winter in Ukraine. Must be sort of embarrassing.,T3FC7qIAGZk,2023-01-04T03:39:11Z,0.0,0.0,True,False,False,-0.5,0.9,0
17242,I used telepathy to communicate with ants and I proved that I could do it.,T3FC7qIAGZk,2023-01-04T03:30:00Z,0.0,1.0,True,False,False,0.0,0.0,2
17244,If we just had an EMP/solar flare ... The war in Ukraine would be over. China wouldn&#39;t have have the reach it does.,T3FC7qIAGZk,2023-01-04T00:58:39Z,0.0,0.0,True,False,False,0.0,0.0,2
17245,The CIA can say whatever they want. They DEFINITELY operate in the US. They killed Kennedy.,T3FC7qIAGZk,2023-01-04T00:44:27Z,0.0,0.0,True,False,False,-0.1,0.25,0
17246,"CIA drugged they’re own agents for obvious reasons, but ok they’re a “foreign intelligence agency” 💀",T3FC7qIAGZk,2023-01-04T00:29:33Z,0.0,0.0,True,False,False,0.24375000000000002,0.53125,1
17247,"ALL his predictions were totally wrong about Ukraine, ooops he has no idea how tough the Ukrainians are and Putin will lose.",T3FC7qIAGZk,2023-01-04T00:26:45Z,0.0,0.0,True,False,False,-0.4444444444444444,0.8666666666666667,0
17248,"&quot;russia cant afford to lose this war therefore it wont lose it&quot;, its not a real argument. Without the nukes russia would be nothing, it would be very equal to Ukraine actually. Russia is not a military superpower.<br>Second the west does have a vested interested in seeing ukraine win over russia, it makes the buffer zone even bigger and it makes russia weaker.",T3FC7qIAGZk,2023-01-04T00:20:40Z,0.0,0.0,True,False,False,0.14285714285714285,0.3178571428571429,1
17249,Am I the only one that got the impression this guy does not have a favorable view on Democracy?,T3FC7qIAGZk,2023-01-04T00:19:59Z,0.0,0.0,True,False,False,0.0,1.0,2
17250,No one ever leaves the CIA.,T3FC7qIAGZk,2023-01-04T00:03:52Z,0.0,0.0,True,False,False,0.0,0.0,2
17251,Mr. Bustamante “may” be an ex CIA agent but appears to be now working for Russia.  He is a contrarian who looks feeds his own popularity by himself being click bait.  He couldn’t have been more wrong with his “expert” opinion.  He still is spouting a contradiction of reality with regard to Russia’s war against Ukraine to this day.  As he continues to be wrong he will likely disappear into the noise of Putler loving pontiffs noise.,T3FC7qIAGZk,2023-01-03T23:50:16Z,0.0,1.0,True,False,False,0.11666666666666668,0.875,1
17252,I did not think much of lex before this podcast,T3FC7qIAGZk,2023-01-03T22:51:34Z,0.0,0.0,True,False,False,0.2,0.2,1
17253,"Hahaha ex CIA my ass..my lie detector test tells me he is still CIA.<br>&quot;Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neither Liberty nor Safety.&quot; B Franklin",T3FC7qIAGZk,2023-01-03T22:09:57Z,0.0,0.0,True,False,False,0.00416666666666667,0.39999999999999997,1
17254,Funny to see how wrong this guy is 4 months later. I wish these amateur Ukraine experts would do<br>....the least little bit of research. Talk to Ukrainians. You can hear lex pushing back at some of his outlandish arguments based off of his own conversations in the region. This guy is woefully uninformed.,T3FC7qIAGZk,2023-01-03T21:32:24Z,0.0,1.0,True,False,False,-0.04843750000000001,0.50625,0
17255,"As soon as he started talking about the NSA and trading all freedom for a false sense of security, he showed his cards.",T3FC7qIAGZk,2023-01-03T20:39:34Z,20.0,303.0,True,False,False,-0.4000000000000001,0.6,0
17258,"Well, Andrew has some factual mistakes. Lend-lease in Ukraine hasn&#39;t been used yet, because it would have driven Ukraine more into debt. Military support has been grant based and a lot of equipment that has been sent is old equipment in US stocks that would have been useless anyway for US forces in the next years",T3FC7qIAGZk,2023-01-03T18:55:25Z,0.0,0.0,True,False,False,0.0,0.2,2
17259,"As a Ukrainian, Bustamante’s analysis of the war ukraine is the best i have ever seen. It’s cold and grim but it’s real<br>Slava Ukraini 💙💛",T3FC7qIAGZk,2023-01-03T18:21:32Z,0.0,0.0,True,False,False,-0.19999999999999998,0.7666666666666666,0
17260,"It&#39;s Jan 23. With regards to Ukraine, this hasn&#39;t aged well",T3FC7qIAGZk,2023-01-03T17:17:56Z,0.0,0.0,True,False,False,-0.1,0.4,0
17261,So far dudes wrong. Lmao,T3FC7qIAGZk,2023-01-03T16:16:50Z,0.0,0.0,True,False,False,0.06666666666666665,0.9666666666666667,1
17262,"For those who are saying that the conversation on Ukraine is incredibly biased or even propaganda, could you provide sources or reading/media so I can explore another perspective?",T3FC7qIAGZk,2023-01-03T16:15:31Z,1.0,0.0,True,False,False,0.4,0.5,1
17263,"So, is Bustamante working undercover to promote and justify CIA and subtly appeal to potential new recruits?",T3FC7qIAGZk,2023-01-03T15:40:05Z,0.0,0.0,True,False,False,-0.06565656565656565,0.6515151515151515,0
17264,"Everything this asshole said in this interview was either already inaccurate when he said it, or has been Invalidated or proven wrong since he did the interview. Law enforcement FBI is undeniably compromised starting from the highest authority on down. CIA has been seemingly exclusively working inside the US for several years now. Innocent people have been imprisoned and countless rights violated, etc.   That guy still works for the CIA doing exactly this id be willing to bet my left nut.  “Public relations” AKA maintaining  and propagating the illusion that we have no reason to fear or mistrust them at all. What a prick. He doesn’t even believe the things he said no doubt.<br>     You responded well Lex. Ed Snowden is a Hero. Andrew Bustamante js a straight up traitor and enemy of the country FACTUALLY when judged by the values and laws in the constitution and bill of rights that this country is defined by. What a scumbag.",T3FC7qIAGZk,2023-01-03T15:13:48Z,1.0,0.0,True,False,False,0.0494949494949495,0.35959595959595964,1
17265,Lex is working for them people. Far too much algorithmic favoritism,T3FC7qIAGZk,2023-01-03T13:02:40Z,0.0,0.0,True,False,False,0.15000000000000002,0.6,1
17266,"Thoughts on Ukraine didn&#39;t age well, and were not really correct at that time in terms of donation vs lend lease and other NATO involvement.",T3FC7qIAGZk,2023-01-03T12:28:40Z,0.0,2.0,True,False,False,-0.1125,0.2875,0
17267,"Bias, people around the world are waking up to corrupt Ukraine and western propaganda!",T3FC7qIAGZk,2023-01-03T10:44:21Z,0.0,1.0,True,False,False,-0.20833333333333334,0.3666666666666667,0
17268,"But Donald Trump was proven right about not trusting the CIA. They&#39;re spying on American&#39;s, not foreign threats. They targeted him and attempted a Coup against him. <br>CIA/FBI = KGB/CHEKA",T3FC7qIAGZk,2023-01-03T10:36:08Z,0.0,2.0,True,False,False,0.17410714285714285,0.33035714285714285,1
17269,"Around 52 minutes when he talks about Chinese people. He&#39;s actually wrong about them.. They&#39;re actually very judgemental and talk about you. They only really like you if you can speak their language and communicate with them otherwise they just don&#39;t have the patience to try talking to you. And they always make a rude face at you and talk crap about you to their fellow Chinese people.. I&#39;ve traveled many times and that&#39;s just how they are!!and they&#39;re also very rude, for example if you&#39;re black, like myself, they will randomly (while you&#39;re even eating your damn lunch) come up behind you and just grab your hair and touch it and go thru it like a monkey searching for bugs in their fur hahaha and just start talking to their friend(s) about your hair and how it is and make a dirty face but as soon as you start talking to them in Chinese they turn that frown upside down so quick and get so damn surprised that you can understand them and speak their language! And aaaaallll of a sudden they&#39;re all smiling and no longer talking shiit!!",T3FC7qIAGZk,2023-01-03T06:11:36Z,0.0,0.0,True,False,False,-0.10970899470899469,0.48105820105820113,0
17271,"A fundamental flaw with our government &amp; intelligence agencies is them assuming they know better than those they govern what&#39;s best for them. Its supposed to be of and by the people, how we govern. Not people asserting rules &amp; law to try and control the direction of society based on ill informed assumptions. The CIA has clearly mastered brainwashing.",T3FC7qIAGZk,2023-01-03T05:52:34Z,0.0,1.0,True,False,False,0.275,0.5458333333333334,1
17272,You can tell there was a lot of watercooler talk about Snowden with how opinionated and judgmental he was on the man.<br>All you have to do is &quot;pose a threat to national security&quot; which can mean whatever they want it to mean - and they can own you. Andrew danced around that subject. <br><br>Honestly lost whatever integrity might have been left.,T3FC7qIAGZk,2023-01-03T05:50:44Z,0.0,2.0,True,False,False,-0.03833333333333334,0.5416666666666667,0
17274,"Dude maybe people in your circles dwell on the Ukraine , that shits old news that nobody I know talks or sadly gives a shit about, sorry bro that’s just how life works, if it doesn’t effect you ya don’t even think about it, listen to this man he’s trying to eloquently lay it out to your sensitive self",T3FC7qIAGZk,2023-01-03T05:19:55Z,0.0,0.0,True,False,False,-0.2,0.78,0
17275,I have viewed this episode a number of times. Each time I am struck by Lex’s naivete regarding actual democracy in the Ukraine. It is not currently a democracy in any manner other than international acclaim.,T3FC7qIAGZk,2023-01-03T03:37:30Z,0.0,0.0,True,False,False,-0.03125,0.21875,0
17276,Why do the feds leave so many generic comments but don&#39;t go the extra mile and like all the other fed comments. I know it&#39;s a bit more effort but I&#39;m disappointed with such high budget &amp; resources that this was not done. C-,T3FC7qIAGZk,2023-01-03T02:01:21Z,0.0,0.0,True,False,False,0.035625000000000004,0.408125,1
17277,"The American people just don&#39;t like Biden, period.",T3FC7qIAGZk,2023-01-03T00:12:53Z,0.0,0.0,True,False,False,0.0,0.0,2
17278,There&#39;s no way I&#39;d give an enemy combatant a smoke. Sorry human Spirit or whatever don&#39;t try me on the battlefield. Find out the hard way real fast.,T3FC7qIAGZk,2023-01-02T22:26:10Z,0.0,2.0,True,False,False,-0.12291666666666667,0.6354166666666666,0
17280,He said: &quot;When we were pregnant&quot;. Only in California can a man be pregnant too. What a failed sorry state. Sad! But the conversation was good.,T3FC7qIAGZk,2023-01-02T21:15:33Z,0.0,0.0,True,False,False,-0.09861111111111114,0.7333333333333334,0
17281,The bots in these comments trying to discredit Lex and Andrew seems very coordinated.,T3FC7qIAGZk,2023-01-02T21:15:15Z,1.0,1.0,True,False,False,0.2,0.3,1
17282,"The guy looks like a hippy that has more loyalty to a bag of weed, and what ever trip that would take him on than the west. The west trusts more than it hates.",T3FC7qIAGZk,2023-01-02T20:35:02Z,0.0,0.0,True,False,False,0.5,0.5,1
17283,Wish Michael Malice had been in on this convo.,T3FC7qIAGZk,2023-01-02T20:26:19Z,0.0,0.0,True,False,False,0.0,0.0,2
17284,Wow look at the analytics on this video it&#39;s very rare to see a spike all the way at the end,T3FC7qIAGZk,2023-01-02T20:24:39Z,0.0,0.0,True,False,False,0.245,1.0,1
17285,The miscalculation was due to overestimating the competence of Putin and the Russian military.,T3FC7qIAGZk,2023-01-02T19:54:48Z,0.0,0.0,True,False,False,-0.075,0.15833333333333333,0
17286,“20% of Ukrainian population self-identifying as Russian”<br>“Russia hasn’t gone into full destruction in Ukraine as it did in Chechnya”<br>“Without Russian gas Europeans gonna freeze to death”<br><br>I can’t believe that ex CIA operative can be so tremendously wrong with his assessment of the war in Ukraine.<br>It seems that I’m listening to Jordan Peterson. And it undermines everything else Andrew says later on in the podcast. It is sad.,T3FC7qIAGZk,2023-01-02T18:13:43Z,0.0,0.0,True,False,False,-0.10833333333333334,0.4083333333333334,0
17287,Guest is very intelligent and incredibly naive (in some ways).,T3FC7qIAGZk,2023-01-02T16:51:35Z,0.0,0.0,True,False,False,0.35,1.0,1
17288,"“You take it to a court….”  That’s sounds very, very naive.”",T3FC7qIAGZk,2023-01-02T16:41:00Z,0.0,0.0,True,False,False,-0.39,1.0,0
17289,"It&#39;s easy to tell that Andrew Bustamante is doing a lot of cover-up for the CIA. To the intelligent person, it&#39;s just obvious. He glosses over 9/11. He glosses over a lot of things. There are things he dares not say. But reading between the lines, the things he doesn&#39;t say, says a lot! I&#39;d say Lex didn&#39;t follow up on some things too deeply, but that&#39;s probably because he saw that he was not going to get true answers.",T3FC7qIAGZk,2023-01-02T15:56:33Z,0.0,0.0,True,False,False,0.3166666666666667,0.6566666666666666,1
17290,"woooh learned too much in this podcast man like really really way too much almost like an information dump or smthng, sometimes u appreciate being ignorant of sumthng way too late",T3FC7qIAGZk,2023-01-02T15:31:36Z,0.0,0.0,True,False,False,0.07500000000000002,0.30000000000000004,1
17291,Check your portssss Lexxxxx,T3FC7qIAGZk,2023-01-02T15:27:08Z,0.0,0.0,True,False,False,0.0,0.0,2
17292,"Snowden was a really important figure in the ongoing need to balance deep state power with the rights of the citizens, aka being vigilant against tyranny. He is trying to sell that checks and balances in the federal government will keep the CIA/deep state in check. That’s like the wolf guarding the chicken coop. He is also appealing to weak peoples’ willingness to trade freedom for security.",T3FC7qIAGZk,2023-01-02T14:31:24Z,0.0,0.0,True,False,False,-0.01499999999999999,0.695,0
17293,Human intelligence. Because you can only subvert so much from other Intel. A computer doesn&#39;t know about bat sh!t crazy. The computer model could show Hitler taking the globe. It couldn&#39;t see he was nuts and the randomness that insanity creates.,T3FC7qIAGZk,2023-01-02T14:30:37Z,0.0,0.0,True,False,False,-0.10499999999999998,0.515,0
17294,Wouldn&#39;t communicating with any other form of life first require you perfect communication between your own form of life?,T3FC7qIAGZk,2023-01-02T14:26:32Z,0.0,0.0,True,False,False,0.43125,0.6770833333333333,1
